trans_type,amount,oldbalanceOrg,oldbalanceDest,accountType,incoming_domestic_amount_30_src,incoming_domestic_amount_60_src,incoming_domestic_amount_90_src,outgoing_domestic_amount_30_src,outgoing_domestic_amount_60_src,outgoing_domestic_amount_90_src,incoming_foreign_amount_30_src,incoming_foreign_amount_60_src,incoming_foreign_amount_90_src,outgoing_foreign_amount_30_src,outgoing_foreign_amount_60_src,outgoing_foreign_amount_90_src,incoming_domestic_count_30_src,incoming_domestic_count_60_src,incoming_domestic_count_90_src,outgoing_domestic_count_30_src,outgoing_domestic_count_60_src,outgoing_domestic_count_90_src,incoming_foreign_count_30_src,incoming_foreign_count_60_src,incoming_foreign_count_90_src,outgoing_foreign_count_30_src,outgoing_foreign_count_60_src,outgoing_foreign_count_90_src,balance_difference_30_src,balance_difference_60_src,balance_difference_90_src,incoming_domestic_amount_30_dst,incoming_domestic_amount_60_dst,incoming_domestic_amount_90_dst,outgoing_domestic_amount_30_dst,outgoing_domestic_amount_60_dst,outgoing_domestic_amount_90_dst,incoming_foreign_amount_30_dst,incoming_foreign_amount_60_dst,incoming_foreign_amount_90_dst,outgoing_foreign_amount_30_dst,outgoing_foreign_amount_60_dst,outgoing_foreign_amount_90_dst,incoming_domestic_count_30_dst,incoming_domestic_count_60_dst,incoming_domestic_count_90_dst,outgoing_domestic_count_30_dst,outgoing_domestic_count_60_dst,outgoing_domestic_count_90_dst,incoming_foreign_count_30_dst,incoming_foreign_count_60_dst,incoming_foreign_count_90_dst,outgoing_foreign_count_30_dst,outgoing_foreign_count_60_dst,outgoing_foreign_count_90_dst,balance_difference_30_dst,balance_difference_60_dst,balance_difference_90,isFraud,isFlaggedFraud
5,1436983.42,0.0,3004394.19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1436983.42,1436983.42,1436983.42,0,0,0,0,0,0,0,0,0,1,1,1,-1436983.42,-1436983.42,-1436983.42,779169.37,779169.37,779169.37,50121.44,50121.44,50121.44,2573123.16,2573123.16,2573123.16,0.0,0.0,0.0,2,2,2,1,1,1,2,2,2,0,0,0,0.0,0.0,0.0,0,0
0,109491.5,2551777.98,2309313.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-2551777.98,-2551777.98,-2551777.98,572429.66,572429.66,572429.66,277084.36,277084.36,277084.36,200584.6,200584.6,200584.6,447462.66,447462.66,447462.66,3,3,3,2,2,2,1,1,1,1,1,1,0.0,0.0,0.0,0,0
0,80830.38,3383297.2,4459225.82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-3383297.2,-3383297.2,-3383297.2,661045.15,661045.15,661045.15,181198.12,181198.12,181198.12,0.0,623514.22,623514.22,469264.61,1563863.12,1563863.12,3,3,3,4,4,4,0,1,1,1,2,2,0.0,0.0,0.0,0,0
0,117292.76,2262088.61,4130244.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-2262088.61,-2262088.61,-2262088.61,710629.93,1280811.54,1280811.54,166942.8,707437.55,707437.55,212370.21,212370.21,212370.21,0.0,0.0,0.0,2,4,4,1,4,4,1,1,1,0,0,0,0.0,0.0,0.0,0,0
0,279637.04,3320778.76,4097679.94,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-3320778.76,-3320778.76,-3320778.76,779070.81,947470.16,947470.16,0.0,822145.66,822145.66,0.0,0.0,0.0,0.0,0.0,0.0,2,3,3,0,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0
0,115621.53,4012648.13,12732621.87,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-4012648.13,-4012648.13,-4012648.13,392258.99,647340.59,647340.59,464475.62,1125561.3,1125561.3,366086.05,865472.54,865472.54,0.0,518953.23,518953.23,3,4,4,2,5,5,1,2,2,0,1,1,0.0,0.0,0.0,0,0
0,189443.91,3688048.14,1522778.89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-3688048.14,-3688048.14,-3688048.14,839868.86,978873.27,978873.27,205480.55,628021.81,628021.81,0.0,0.0,0.0,0.0,0.0,0.0,5,6,6,1,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0
0,162210.18,2643010.47,1853391.82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-2643010.47,-2643010.47,-2643010.47,320445.09,757183.61,757183.61,76882.11,162921.55,162921.55,0.0,0.0,0.0,0.0,0.0,0.0,3,5,5,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0
0,42947.14,2003820.1,1266130.22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-2003820.1,-2003820.1,-2003820.1,376681.96,376681.96,376681.96,201780.89,698303.24,698303.24,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,1,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0
0,480306.71,3740950.16,2671418.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-3740950.16,-3740950.16,-3740950.16,559052.87,697644.53,697644.53,0.0,93154.08,93154.08,119737.03,541628.81,541628.81,0.0,0.0,0.0,2,4,4,0,1,1,1,2,2,0,0,0,0.0,0.0,0.0,0,0
0,137279.01,2202445.48,2336290.44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-2202445.48,-2202445.48,-2202445.48,136631.69,200258.59,200258.59,0.0,0.0,0.0,325292.91,960015.01,960015.01,1513691.68,1513691.68,1513691.68,2,3,3,0,0,0,1,2,2,1,1,1,0.0,0.0,0.0,0,0
0,198784.3,2299948.49,5800714.58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-2299948.49,-2299948.49,-2299948.49,185010.57,391884.04,391884.04,0.0,0.0,0.0,1644650.66,1644650.66,1644650.66,142860.15,142860.15,142860.15,1,3,3,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0,0
0,302758.21,2915845.07,1164661.18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-2915845.07,-2915845.07,-2915845.07,607290.41,607290.41,607290.41,822830.8700000001,827932.3000000002,827932.3000000002,743354.75,743354.75,743354.75,0.0,646239.94,646239.94,3,3,3,3,4,4,1,1,1,0,1,1,0.0,0.0,0.0,0,0
0,13397.39,2909523.95,3996672.36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-2909523.95,-2909523.95,-2909523.95,141659.1,314740.15,314740.15,320010.34,480382.04,480382.04,0.0,0.0,0.0,0.0,0.0,0.0,4,5,5,2,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0
0,163888.0,1949425.3,840014.52,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-1949425.3,-1949425.3,-1949425.3,832313.8500000002,832313.8500000002,832313.8500000002,652919.5700000001,742754.02,742754.02,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,3,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0
0,12209.1,3141294.49,3872089.23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-3141294.49,-3141294.49,-3141294.49,35660.33,621379.54,621379.54,0.0,359280.47,359280.47,1743126.83,1743126.83,1743126.83,0.0,0.0,0.0,1,4,4,0,2,2,1,1,1,0,0,0,0.0,0.0,0.0,0,0
0,395119.87,2104129.95,2677187.96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-2104129.95,-2104129.95,-2104129.95,715183.79,730775.77,730775.77,253887.19,727737.36,727737.36,110587.59,110587.59,110587.59,0.0,0.0,0.0,4,5,5,2,4,4,1,1,1,0,0,0,0.0,0.0,0.0,0,0
0,291978.66,2178390.16,18039844.04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-2178390.16,-2178390.16,-2178390.16,755083.2999999998,976952.5,976952.5,88007.29,88007.29,88007.29,0.0,524823.87,524823.87,261937.41,261937.41,261937.41,5,6,6,1,1,1,0,1,1,1,1,1,0.0,0.0,0.0,0,0
0,165788.39,3850646.53,1019095.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-3850646.53,-3850646.53,-3850646.53,75079.38,420353.44000000006,420353.44000000006,718998.13,718998.13,718998.13,0.0,0.0,0.0,0.0,0.0,0.0,1,5,5,5,5,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0
0,336008.78,4197433.31,3332154.35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-4197433.31,-4197433.31,-4197433.31,289832.66,479290.63,479290.63,81997.17,131021.25,131021.25,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0
0,401255.43,2979832.95,6359581.92,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-2979832.95,-2979832.95,-2979832.95,429515.53,858257.55,858257.55,0.0,79971.78,79971.78,0.0,0.0,0.0,0.0,0.0,0.0,4,6,6,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0
0,138622.67,2175119.81,3136059.29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-2175119.81,-2175119.81,-2175119.81,1005700.1,1738122.6700000004,1738122.6700000004,410345.78,410345.78,410345.78,0.0,0.0,0.0,103755.57,103755.57,103755.57,5,8,8,4,4,4,0,0,0,1,1,1,0.0,0.0,0.0,0,0
0,15460.9,1345411.42,1264459.24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-1345411.42,-1345411.42,-1345411.42,1138063.21,1381517.15,1381517.15,557199.39,557199.39,557199.39,0.0,0.0,0.0,24011.75,297764.94,297764.94,7,9,9,3,3,3,0,0,0,1,2,2,0.0,0.0,0.0,0,0
0,47900.44,1600667.07,8947924.53,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-1600667.07,-1600667.07,-1600667.07,678460.07,1360793.64,1360793.64,193221.41,193221.41,193221.41,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,2,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0
5,3240643.04,0.0,3302698.83,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3240643.04,3240643.04,0,0,0,0,0,0,0,0,0,0,1,1,0.0,-3240643.04,-3240643.04,576515.98,1180608.33,1180608.33,43584.42,43584.42,43584.42,0.0,3240643.04,3240643.04,742949.67,1230466.9300000002,1230466.9300000002,2,4,4,1,1,1,0,1,1,1,2,2,0.0,0.0,0.0,0,0
0,251049.63,2259712.51,992120.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-2259712.51,-2259712.51,-2259712.51,737697.6100000001,759073.9300000002,759073.9300000002,217735.74,322825.2,322825.2,0.0,0.0,0.0,0.0,0.0,0.0,3,5,5,2,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0
0,224074.41,3253873.75,5846739.12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-3253873.75,-3253873.75,-3253873.75,513418.3000000001,716270.5,716270.5,229786.57,262652.58,262652.58,0.0,0.0,0.0,526238.16,526238.16,526238.16,5,6,6,1,2,2,0,0,0,1,1,1,0.0,0.0,0.0,0,0
0,63345.86,3358239.77,13005771.41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-3358239.77,-3358239.77,-3358239.77,1612585.9,1612585.9,1612585.9,282767.32,282767.32,282767.32,0.0,0.0,0.0,1069892.64,1922368.61,1922368.61,7,7,7,1,1,1,0,0,0,1,2,2,0.0,0.0,0.0,0,0
0,315358.28,1869094.58,5836805.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-1869094.58,-1869094.58,-1869094.58,14340.7,14340.7,14340.7,6070.39,6070.39,6070.39,0.0,0.0,0.0,0.0,105461.61,105461.61,1,1,1,1,1,1,0,0,0,0,1,1,0.0,0.0,0.0,0,0
0,49595.08,2784814.57,6765635.35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-2784814.57,-2784814.57,-2784814.57,516348.32,997432.38,997432.38,0.0,270188.46,270188.46,0.0,0.0,0.0,0.0,399566.13,399566.13,2,4,4,0,1,1,0,0,0,0,1,1,0.0,0.0,0.0,0,0
0,90850.94,4107497.83,7842762.14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-4107497.83,-4107497.83,-4107497.83,1428185.59,1597937.8,1597937.8,1053943.07,1233943.25,1233943.25,0.0,0.0,0.0,855838.07,855838.07,855838.07,6,7,7,3,4,4,0,0,0,1,1,1,0.0,0.0,0.0,0,0
0,476.1,3043279.38,3969763.72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-3043279.38,-3043279.38,-3043279.38,922746.24,1215278.58,1215278.58,274216.08,274216.08,274216.08,1464369.96,1464369.96,1464369.96,0.0,0.0,0.0,5,8,8,2,2,2,2,2,2,0,0,0,0.0,0.0,0.0,0,0
5,1635096.37,10173.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1635096.37,1635096.37,1635096.37,0,0,0,0,0,0,0,0,0,1,1,1,-1635096.37,-1635096.37,-1635096.37,0.0,0.0,0.0,0.0,0.0,0.0,1635096.37,1635096.37,1635096.37,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0,0
0,244636.74,1719368.52,4921840.93,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-1719368.52,-1719368.52,-1719368.52,654422.82,789271.3099999998,789271.3099999998,169582.46,226299.35,226299.35,0.0,282981.9,282981.9,0.0,0.0,0.0,5,6,6,2,3,3,0,1,1,0,0,0,0.0,0.0,0.0,0,0
0,310112.28,2293827.63,4787140.59,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-2293827.63,-2293827.63,-2293827.63,988916.65,1120269.61,1120269.61,668932.73,668932.73,668932.73,0.0,0.0,0.0,0.0,321954.99,321954.99,3,4,4,5,5,5,0,0,0,0,1,1,0.0,0.0,0.0,0,0
5,1530175.97,49857.0,1218548.97,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1530175.97,1530175.97,1530175.97,0,0,0,0,0,0,0,0,0,1,1,1,-1530175.97,-1530175.97,-1530175.97,512106.0,512106.0,512106.0,237299.75,237299.75,237299.75,1530175.97,1530175.97,1530175.97,393978.65,393978.65,393978.65,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0,0
0,480211.44,1523392.75,8249626.97,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-1523392.75,-1523392.75,-1523392.75,638864.79,638864.79,638864.79,0.0,0.0,0.0,771288.3500000002,771288.3500000002,771288.3500000002,0.0,1399574.39,1399574.39,3,3,3,0,0,0,2,2,2,0,1,1,0.0,0.0,0.0,0,0
0,32748.93,3788744.36,3928113.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-3788744.36,-3788744.36,-3788744.36,693842.11,931287.03,931287.03,205288.69,205288.69,205288.69,0.0,940559.12,940559.12,504594.81,504594.81,504594.81,3,4,4,1,1,1,0,1,1,2,2,2,0.0,0.0,0.0,0,0
5,1594825.66,80180.52,3378053.63,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1594825.66,1594825.66,0,0,0,0,0,0,0,0,0,0,1,1,-80180.52,-1594825.66,-1594825.66,282463.71,282463.71,282463.71,6485.43,6485.43,6485.43,1601013.03,3195838.69,3195838.69,437967.36,437967.36,437967.36,3,3,3,1,1,1,2,3,3,1,1,1,0.0,0.0,0.0,0,0
0,42547.13,3073795.09,2684709.22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-3073795.09,-3073795.09,-3073795.09,408063.43000000005,904741.0,904741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
0,33920.36,1589820.59,7595124.97,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-1589820.59,-1589820.59,-1589820.59,823855.8600000001,1037471.1800000002,1037471.1800000002,81476.08,507700.77,507700.77,1833281.72,1833281.72,1833281.72,718963.23,718963.23,718963.23,5,6,6,1,2,2,2,2,2,1,1,1,0.0,0.0,0.0,0,0
0,403255.89,2895709.96,6847503.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-2895709.96,-2895709.96,-2895709.96,412175.01,412175.01,412175.01,1454883.66,1454883.66,1454883.66,1294301.0,1294301.0,1294301.0,1289429.94,1421551.54,1421551.54,3,3,3,3,3,3,1,1,1,1,2,2,0.0,0.0,0.0,0,0
0,307096.52,3098548.36,3099125.15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-3098548.36,-3098548.36,-3098548.36,1121987.58,1169401.73,1169401.73,445678.07,919253.32,919253.32,621736.94,621736.94,621736.94,3109990.55,3109990.55,3109990.55,4,5,5,3,5,5,1,1,1,1,1,1,0.0,0.0,0.0,0,0
0,210717.67,3261311.56,466310.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-3261311.56,-3261311.56,-3261311.56,326003.76,326003.76,326003.76,243793.91,386054.45,386054.45,0.0,232753.19,232753.19,0.0,0.0,0.0,3,3,3,2,3,3,0,1,1,0,0,0,0.0,0.0,0.0,0,0
0,169749.98,3344678.77,1076020.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-3344678.77,-3344678.77,-3344678.77,711077.18,1001401.85,1001401.85,348934.99,348934.99,348934.99,0.0,0.0,0.0,0.0,0.0,0.0,4,5,5,3,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0
0,507972.48,1823328.95,1674913.15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-1823328.95,-1823328.95,-1823328.95,66232.17,161596.65,161596.65,906366.41,1025106.28,1025106.28,0.0,0.0,0.0,17640.57,17640.57,17640.57,2,4,4,4,5,5,0,0,0,1,1,1,0.0,0.0,0.0,0,0
0,14006.94,3148735.34,1971838.14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-3148735.34,-3148735.34,-3148735.34,739617.01,739617.01,739617.01,515415.33,1006343.45,1006343.45,0.0,0.0,0.0,0.0,0.0,0.0,7,7,7,3,6,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0
