trans_type,amount,oldbalanceOrg,oldbalanceDest,accountType,incoming_domestic_amount_30_src,incoming_domestic_amount_60_src,incoming_domestic_amount_90_src,outgoing_domestic_amount_30_src,outgoing_domestic_amount_60_src,outgoing_domestic_amount_90_src,incoming_foreign_amount_30_src,incoming_foreign_amount_60_src,incoming_foreign_amount_90_src,outgoing_foreign_amount_30_src,outgoing_foreign_amount_60_src,outgoing_foreign_amount_90_src,incoming_domestic_count_30_src,incoming_domestic_count_60_src,incoming_domestic_count_90_src,outgoing_domestic_count_30_src,outgoing_domestic_count_60_src,outgoing_domestic_count_90_src,incoming_foreign_count_30_src,incoming_foreign_count_60_src,incoming_foreign_count_90_src,outgoing_foreign_count_30_src,outgoing_foreign_count_60_src,outgoing_foreign_count_90_src,balance_difference_30_src,balance_difference_60_src,balance_difference_90_src,incoming_domestic_amount_30_dst,incoming_domestic_amount_60_dst,incoming_domestic_amount_90_dst,outgoing_domestic_amount_30_dst,outgoing_domestic_amount_60_dst,outgoing_domestic_amount_90_dst,incoming_foreign_amount_30_dst,incoming_foreign_amount_60_dst,incoming_foreign_amount_90_dst,outgoing_foreign_amount_30_dst,outgoing_foreign_amount_60_dst,outgoing_foreign_amount_90_dst,incoming_domestic_count_30_dst,incoming_domestic_count_60_dst,incoming_domestic_count_90_dst,outgoing_domestic_count_30_dst,outgoing_domestic_count_60_dst,outgoing_domestic_count_90_dst,incoming_foreign_count_30_dst,incoming_foreign_count_60_dst,incoming_foreign_count_90_dst,outgoing_foreign_count_30_dst,outgoing_foreign_count_60_dst,outgoing_foreign_count_90_dst,balance_difference_30_dst,balance_difference_60_dst,balance_difference_90,isFraud,isFlaggedFraud
0,187851.81,4799931.74,9892534.47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-4799931.74,-4799931.74,-4799931.74,545000.26,971304.23,971304.23,242487.23,242487.23,242487.23,0.0,0.0,0.0,0.0,0.0,0.0,4,6,6,2,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0
0,437395.65,6291378.27,6433540.75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-6291378.27,-6291378.27,-6291378.27,493975.8,518609.13,518609.13,518246.3000000001,518246.3000000001,518246.3000000001,0.0,0.0,0.0,0.0,0.0,0.0,3,4,4,3,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0
0,35256.79,6368946.99,3737064.45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-6368946.99,-6368946.99,-6368946.99,267625.94,775811.99,775811.99,252464.98,429034.75,429034.75,0.0,752628.33,752628.33,0.0,0.0,0.0,2,4,4,2,3,3,0,1,1,0,0,0,0.0,0.0,0.0,0,0
0,68795.67,6735497.68,612852.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-6735497.68,-6735497.68,-6735497.68,561191.96,1084866.52,1084866.52,248649.15,248649.15,248649.15,278620.68,278620.68,278620.68,0.0,0.0,0.0,3,6,6,3,3,3,1,1,1,0,0,0,0.0,0.0,0.0,0,0
0,254266.92,7136469.6,2680878.27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-7136469.6,-7136469.6,-7136469.6,1244286.06,1336915.96,1336915.96,215458.27,215458.27,215458.27,0.0,0.0,0.0,0.0,0.0,0.0,4,5,5,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0
0,228120.58,4976072.98,3634585.47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-4976072.98,-4976072.98,-4976072.98,592484.19,592484.19,592484.19,86188.62,545448.95,545448.95,0.0,0.0,0.0,0.0,528671.82,528671.82,3,3,3,1,2,2,0,0,0,0,1,1,0.0,0.0,0.0,0,0
0,28097.87,4279174.09,7528081.92,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-4279174.09,-4279174.09,-4279174.09,824404.66,824404.66,824404.66,561914.3300000001,612222.68,612222.68,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,3,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0
0,72263.85,4287919.66,2603281.16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-4287919.66,-4287919.66,-4287919.66,418153.27,445977.82,445977.82,1578222.86,1578222.86,1578222.86,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2,5,5,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0
0,58384.12,5229476.03,1062452.35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-5229476.03,-5229476.03,-5229476.03,888215.3899999999,917247.89,917247.89,455358.96,1284436.16,1284436.16,0.0,0.0,0.0,0.0,0.0,0.0,5,6,6,2,5,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0
0,19636.17,6072793.96,1858111.32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-6072793.96,-6072793.96,-6072793.96,32094.62,32094.62,32094.62,265011.42,265011.42,265011.42,0.0,652351.72,652351.72,0.0,0.0,0.0,2,2,2,3,3,3,0,1,1,0,0,0,0.0,0.0,0.0,0,0
0,107994.02,7314373.43,6729996.58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-7314373.43,-7314373.43,-7314373.43,426428.49,426428.49,426428.49,586795.8400000001,883386.51,883386.51,3145466.77,3145466.77,3145466.77,0.0,0.0,0.0,3,3,3,4,5,5,1,1,1,0,0,0,0.0,0.0,0.0,0,0
0,23518.64,4432921.36,4559063.32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-4432921.36,-4432921.36,-4432921.36,425969.73,612872.01,612872.01,303869.81,602896.29,602896.29,0.0,0.0,0.0,0.0,188290.83,188290.83,3,4,4,2,3,3,0,0,0,0,1,1,0.0,0.0,0.0,0,0
0,107154.74,5138887.93,4564717.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-5138887.93,-5138887.93,-5138887.93,0.0,687806.5,687806.5,293873.25,293873.25,293873.25,0.0,0.0,0.0,0.0,0.0,0.0,0,3,3,2,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0
0,54316.01,5232463.17,4149524.43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-5232463.17,-5232463.17,-5232463.17,783929.38,1020803.32,1020803.32,0.0,401071.46,401071.46,0.0,0.0,0.0,0.0,0.0,0.0,4,5,5,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0
0,46898.05,6014120.47,5216135.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-6014120.47,-6014120.47,-6014120.47,1594976.32,1953992.36,1953992.36,175075.4,238336.11,238336.11,0.0,510736.88,510736.88,0.0,0.0,0.0,8,9,9,1,2,2,0,1,1,0,0,0,0.0,0.0,0.0,0,0
0,1288.89,4312528.67,2643701.44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-4312528.67,-4312528.67,-4312528.67,0.0,536896.72,536896.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0
0,12666.02,7453151.75,3403991.28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-7453151.75,-7453151.75,-7453151.75,1197039.7,1246347.52,1246347.52,242311.36,242311.36,242311.36,0.0,1217690.66,1217690.66,0.0,0.0,0.0,6,7,7,1,1,1,0,1,1,0,0,0,0.0,0.0,0.0,0,0
0,305855.73,5322955.51,5236203.83,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-5322955.51,-5322955.51,-5322955.51,0.0,835172.61,835172.61,0.0,225111.66,225111.66,0.0,631625.71,631625.71,0.0,0.0,0.0,0,3,3,0,1,1,0,2,2,0,0,0,0.0,0.0,0.0,0,0
0,181361.4,5615728.96,4451950.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-5615728.96,-5615728.96,-5615728.96,685273.17,781816.0,781816.0,579543.83,579543.83,579543.83,0.0,0.0,0.0,0.0,0.0,0.0,4,5,5,2,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0
0,98683.88,7852338.01,3935493.81,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-7852338.01,-7852338.01,-7852338.01,1003391.51,1132262.91,1132262.91,456221.68,485489.65,485489.65,2619.42,2619.42,2619.42,0.0,180551.59,180551.59,5,7,7,3,4,4,1,1,1,0,1,1,0.0,0.0,0.0,0,0
0,451140.9,4579395.15,3479297.19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-4579395.15,-4579395.15,-4579395.15,606592.9500000001,994554.16,994554.16,593554.6699999999,593554.6699999999,593554.6699999999,834284.26,834284.26,834284.26,161075.08,161075.08,161075.08,4,5,5,3,3,3,1,1,1,1,1,1,0.0,0.0,0.0,0,0
0,59240.78,4440037.45,17397759.55,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-4440037.45,-4440037.45,-4440037.45,250824.86,250824.86,250824.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28373.72,28373.72,2,2,2,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0,0
0,217712.14,4574550.39,4573980.67,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-4574550.39,-4574550.39,-4574550.39,0.0,655519.15,655519.15,0.0,184605.7,184605.7,478960.49,478960.49,478960.49,0.0,0.0,0.0,0,5,5,0,1,1,1,1,1,0,0,0,0.0,0.0,0.0,0,0
0,26373.71,4348517.6,10818251.56,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-4348517.6,-4348517.6,-4348517.6,345207.55000000005,345207.55000000005,345207.55000000005,184396.87,231270.96,231270.96,534890.83,534890.83,534890.83,1310189.86,2787548.62,2787548.62,2,2,2,2,3,3,1,1,1,1,2,2,0.0,0.0,0.0,0,0
0,284376.0,7475309.43,1444646.39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-7475309.43,-7475309.43,-7475309.43,205961.47,410988.85,410988.85,288627.41,596795.63,596795.63,0.0,0.0,0.0,0.0,325843.12,325843.12,4,5,5,4,6,6,0,0,0,0,1,1,0.0,0.0,0.0,0,0
0,158064.71,6356696.19,319128.11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-6356696.19,-6356696.19,-6356696.19,0.0,290545.87,290545.87,0.0,487204.1,487204.1,0.0,0.0,0.0,0.0,0.0,0.0,0,3,3,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0
0,461790.6,4822608.18,2286951.19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-4822608.18,-4822608.18,-4822608.18,652116.29,789934.3500000002,789934.3500000002,0.0,111682.87,111682.87,0.0,0.0,0.0,0.0,873600.7,873600.7,3,4,4,0,2,2,0,0,0,0,1,1,0.0,0.0,0.0,0,0
0,296173.8,7388400.57,2610469.55,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-7388400.57,-7388400.57,-7388400.57,1007410.88,1235929.92,1235929.92,218168.31,380460.11,380460.11,0.0,0.0,0.0,403755.88,1054918.38,1054918.38,6,7,7,1,3,3,0,0,0,1,2,2,0.0,0.0,0.0,0,0
0,48208.9,5849828.11,3481722.37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-5849828.11,-5849828.11,-5849828.11,882717.3700000001,1109664.31,1109664.31,567565.78,1170871.25,1170871.25,25490.97,508855.58,508855.58,1469747.54,1736081.67,1736081.67,5,7,7,1,3,3,1,2,2,2,3,3,0.0,0.0,0.0,0,0
0,177292.04,7185728.16,4239530.59,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-7185728.16,-7185728.16,-7185728.16,0.0,684566.7,684566.7,0.0,469790.44,469790.44,0.0,0.0,0.0,0.0,0.0,0.0,0,5,5,0,3,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0
0,230355.76,5087022.06,1050035.55,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-5087022.06,-5087022.06,-5087022.06,0.0,61810.1,61810.1,354932.69,387725.16,387725.16,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0
0,41288.66,5601893.13,3456520.45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-5601893.13,-5601893.13,-5601893.13,412211.34,968183.5399999998,968183.5399999998,608370.75,859686.88,859686.88,421263.82,421263.82,421263.82,793789.36,793789.36,793789.36,3,6,6,2,3,3,1,1,1,1,1,1,0.0,0.0,0.0,0,0
0,328345.6,7423242.02,2654426.23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-7423242.02,-7423242.02,-7423242.02,226065.65,1119585.59,1119585.59,810454.48,1385294.16,1385294.16,0.0,0.0,0.0,0.0,0.0,0.0,2,5,5,4,5,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0
0,448030.84,4608779.44,3159145.31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-4608779.44,-4608779.44,-4608779.44,943581.22,1338726.53,1338726.53,275122.79000000004,790568.2300000002,790568.2300000002,0.0,0.0,0.0,0.0,169753.63,169753.63,6,8,8,2,4,4,0,0,0,0,1,1,0.0,0.0,0.0,0,0
0,299128.24,5767591.57,8680128.02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-5767591.57,-5767591.57,-5767591.57,139202.36,625406.47,625406.47,154253.84,154253.84,154253.84,2974544.25,2974544.25,2974544.25,0.0,0.0,0.0,1,2,2,2,2,2,2,2,2,0,0,0,0.0,0.0,0.0,0,0
0,203275.24,6168990.89,3642273.96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-6168990.89,-6168990.89,-6168990.89,1175559.44,1376836.9,1376836.9,420542.32,556656.2,556656.2,0.0,0.0,0.0,84335.52,84335.52,84335.52,5,7,7,2,3,3,0,0,0,1,1,1,0.0,0.0,0.0,0,0
0,234588.41,5484564.74,1152018.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-5484564.74,-5484564.74,-5484564.74,373156.23,373156.23,373156.23,338460.63,686315.06,686315.06,635722.86,635722.86,635722.86,0.0,0.0,0.0,3,3,3,1,3,3,1,1,1,0,0,0,0.0,0.0,0.0,0,0
0,351564.1,4524895.81,2634354.36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-4524895.81,-4524895.81,-4524895.81,349702.88,349702.88,349702.88,0.0,204988.41,204988.41,0.0,150221.77,150221.77,0.0,0.0,0.0,2,2,2,0,2,2,0,1,1,0,0,0,0.0,0.0,0.0,0,0
0,369702.16,4467382.97,5145052.78,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-4467382.97,-4467382.97,-4467382.97,119291.83,1084814.12,1084814.12,296568.92,296568.92,296568.92,0.0,0.0,0.0,0.0,739495.69,739495.69,1,6,6,2,2,2,0,0,0,0,2,2,0.0,0.0,0.0,0,0
0,103192.85,4251975.96,4623029.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-4251975.96,-4251975.96,-4251975.96,742418.8899999999,1281692.88,1281692.88,807148.6900000002,980004.14,980004.14,592115.5,592115.5,592115.5,0.0,1760686.63,1760686.63,3,7,7,4,5,5,1,1,1,0,1,1,0.0,0.0,0.0,0,0
0,343169.68,5470889.72,3276888.29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-5470889.72,-5470889.72,-5470889.72,1078064.42,1154899.75,1154899.75,181987.97,342996.0,342996.0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,7,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0
